,Date,Type,Country,Activity,Sex,Fatal (Y/N),Year
5269,06-Apr-1919,Unprovoked,USA,Knocked into the water,M,Y,1919
5270,16-Mar-1919,Invalid,AUSTRALIA,Cutter capsized,M,UNKNOWN,1919
5271,17-Jan-1919,Unprovoked,AUSTRALIA,Swimming,M,N,1919
5273,09-Jan-1919,Unprovoked,AUSTRALIA,Wading,M,Y,1919
5274,05-Jan-1919,Unprovoked,AUSTRALIA,Wading (shrimping),M,Y,1919
5276,1919,Unprovoked,USA,Swimming,F,N,1919
5277,Nov-1918,Unprovoked,USA,Fishing,M,Y,1918
5279,19-Sep-1918,Unprovoked,AUSTRALIA,Bathing,M,Y,1918
5280,22-Mar-1918,Unprovoked,AUSTRALIA,Surfing,M,N,1918
5281,1918,Unprovoked,AUSTRALIA,Diving,M,N,1918
5282,15-Dec-1917,Unprovoked,AUSTRALIA,Swimming,M,N,1917
5284,21-Sep-1917,Unprovoked,USA,"Swimming, towing an empty barrel",M,N,1917
5285,09-Sep-1917,Provoked,USA,Stuffing a shark into an automobile,M,N,1917
5287,18-Jul-1917,Unprovoked,USA,Diving,M,Y,1917
5289,03-Jun-1917,Unprovoked,USA,Swimming beside launch,M,N,1917
5293,30-Dec-1916,Unprovoked,AUSTRALIA,Bathing,M,N,1916
5294,08-Dec-1916,Unprovoked,AUSTRALIA,Taking wife to beach & about 1 m from the shore,M,Y,1916
5295,08-Dec-1916,Unprovoked,AUSTRALIA,Swimming 10 m from shore,F,N,1916
5297,10-Nov-1916,Unprovoked,AUSTRALIA,Swimming,M,Y,1916
5298,09-Nov-1916,Unprovoked,AUSTRALIA,Bathing,M,Y,1916
5299,11-Oct-1916,Provoked,USA,"Fishing, attempted to take a netted shark",M,Y,1916
5300, 24-Aug-1916,Unprovoked,USA,Netting shrimp,M,N,1916
5301,26-Jul-1916,Unprovoked,USA,Fishing,M,N,1916
5302,13-Jul-1916,Invalid,USA,Swimming,F,,1916
5303,13-Jul-1916,Unprovoked,USA,Swimming,M,N,1916
5304,12-Jul-1916,Unprovoked,USA,Swimming,M,N,1916
5305,12-Jul-1916,Unprovoked,USA,Swimming (recovering remains of Stilwell) ,M,Y,1916
5306,12-Jul-1916,Unprovoked,USA,Swimming,M,Y,1916
5310,06-Jul-1916,Unprovoked,USA,Swimming,M,Y,1916
5311,01-Jul-1916,Unprovoked,USA,Swimming,M,Y,1916
5312,30-Jun-1916,Unprovoked,USA,Swimming,M,N,1916
5314,23-Jun-1916,Provoked,USA,,M,N,1916
5315,25-Apr-1916,Unprovoked,AUSTRALIA,Swimming,M,Y,1916
5316,03-Apr-1916,Unprovoked,AUSTRALIA,Clinging to overturned rowing boat,M,Y,1916
5317,19-Mar-1916,Unprovoked,AUSTRALIA,Bathing,M,N,1916
5318,09-Dec-1915,Unprovoked,AUSTRALIA,Diving,M,N,1915
5319,10-Nov-1915,Unprovoked,AUSTRALIA,Bathing,M,N,1915
5320,08-Nov-1914,Unprovoked,AUSTRALIA,Bathing,M,N,1914
5321,03-Aug-1915,Unprovoked,USA,,M,N,1915
5325,29-Mar-1915,Unprovoked,AUSTRALIA,Skin diving for trepang but at surface next to the boat,M,N,1915
5326,06-Feb-1915,Unprovoked,AUSTRALIA,Swimming,M,N,1915
5328,01-Jan-1915,Unprovoked,AUSTRALIA,Bathing,M,Y,1915
5329,Ca. 1915,Invalid,USA,,M,,1915
5330,04-Dec-1914,Unprovoked,AUSTRALIA,Swimming,M,N,1914
5333,09-Sep-1914,Unprovoked,USA,Swimming,M,Y,1914
5335,09-Jul-1914,Provoked,USA,Fishing,M,N,1914
5338,10-Jun-1914,Unprovoked,AUSTRALIA,Bathing,M,Y,1914
5340,14-May-1914,Provoked,USA,Fishing,F,N,1914
5341,14-Mar-1914,Invalid,USA,Swimming,M,,1914
5343,03-Mar-1914,Unprovoked,USA,Washed into sea while picking opihi & attacked by 2 large sharks ,M,Y,1914
5344,09-Feb-1914,Unprovoked,AUSTRALIA,Wading,M,N,1914
5345,03-Feb-1914,Unprovoked,AUSTRALIA,Canoeing,M,N,1914
5346,17-Jan-1914,Unprovoked,AUSTRALIA,Wading,F,N,1914
5347,1914,Unprovoked,SOUTH AFRICA,,F,UNKNOWN,1914
5351,21-Nov-1913,Unprovoked,AUSTRALIA,Swimming,M,N,1913
5352,21-Sep-1913,Unprovoked,USA,,M,N,1913
5354,27-Aug-1913,Invalid,USA,,M,,1913
5355,27-Aug-1913,Invalid,USA,,F,,1913
5357,12-July-1913,Unprovoked,USA,,M,Y,1913
5359,21-May-1913,Provoked,USA,Fishing,M,N,1913
5360,02-May-1913,Provoked,AUSTRALIA,Hauling in net,M,N,1913
5362,Jan-1913,Unprovoked,AUSTRALIA,Diving,M,N,1913
5365,1913,Unprovoked,AUSTRALIA,,M,N,1913
5367,30-Aug-1912,Unprovoked,USA,Swimming,M,Y,1912
5368,23-Jul-1912,Unprovoked,USA,Swimming,M,N,1912
5370,04-May-1912,Invalid,SOUTH AFRICA,,M,,1912
5372,22-Feb-1912,Provoked,AUSTRALIA,Hard hat diving,M,N,1912
5373,19-Feb-1912,Unprovoked,AUSTRALIA,Swimming,M,N,1912
5375,26-Jan-1912,Unprovoked,AUSTRALIA,Swimming,M,Y,1912
5377,06-Jan-1912,Unprovoked,AUSTRALIA,,M,N,1912
5378,01-Jan-1912,Unprovoked,AUSTRALIA,Bathing,M,Y,1912
5380,08-Nov-1911,Invalid,USA,,M,,1911
5381,26-Oct-1911,Unprovoked,USA,Fell overboard from steamship Rio Grande,M,Y,1911
5382,25-Oct-1911,Unprovoked,AUSTRALIA,Diving,M,N,1911
5383,23-Sep-1911,Unprovoked,USA,Jumped overboard to rescue companion,M,Y,1911
5384,20-Sep-1911,Unprovoked,USA,Fell overboard & swimming,M,Y,1911
5385,17-Sep-1911,Unprovoked,USA,Bathing,M,N,1911
5387,16-Jul-1911,Provoked,USA,Fishing,M,N,1911
5388,09-May-1911,Unprovoked,SOUTH AFRICA,Bathing,M,Y,1911
5389,01-May-1911,Provoked,USA,Fishing,M,N,1911
5390,01-May-1911,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1911
5392,29-Mar-1911,Unprovoked,AUSTRALIA,Swimming,M,Y,1911
5393,04-Jan-1911,Sea Disaster,AUSTRALIA,3-masted steel barque Glenbank foundered during a cyclone,M,N,1911
5394,1911,Unprovoked,USA,Swimming,M,N,1911
5397,23-Dec-1910,Sea Disaster,AUSTRALIA,Shipwrecked pearling schooner,M,Y,1910
5399,24-Nov-1910,Unprovoked,AUSTRALIA,Bathing,M,N,1910
5402,16-May-1910,Invalid,USA,"Unknown, their unoccupied yawlboat was recovered",M,,1910
5405,Mar-1910,Invalid,USA,"Hard hat diving, laying some charge of powder",M,,1910
5406,16-Feb-1910,Unprovoked,AUSTRALIA,Surf bathing,M,N,1910
5407,26-Jan-1910,Unprovoked,AUSTRALIA,,M,Y,1910
5408,1910,Invalid,USA,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line",M,,1910
5410,26-Nov-1909,Unprovoked,USA,,M,N,1909
5411,15-Dec-1909,Unprovoked,AUSTRALIA,Fell overboard,M,Y,1909
5412,05-Dec-1909,Provoked,AUSTRALIA,Fishing,M,N,1909
5414,04-Sep-1909,Provoked,USA,Seine netting,M,N,1909
5415,13-Aug-1909,Unprovoked,USA,Fell overboard from fishing schooner Halycon,M,Y,1909
5416,24-Jul-1909,Unprovoked,USA,Fell overboard while fishing for sharks,M,N,1909
5417,15-Jul-1909,Unprovoked,USA,Swimming,M,N,1909
5419,26-Jun-1909,Unprovoked,SOUTH AFRICA,,M,Y,1909
5420,18-Jun-1909,Sea Disaster,AUSTRALIA,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",M,Y,1909
5422,10-Apr-1909,Invalid,USA,Reported swept away by waves while gathering opihi,F,,1909
5424,06-Mar-1909,Sea Disaster,SOUTH AFRICA,Wreck of the 1308-ton Norwegian ship Auckland,F,Y,1909
5428,31-Dec-1908,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1908
5430, 21-Sep-1908,Unprovoked,AUSTRALIA,Fell from the jetty,M,Y,1908
5431,05-Sep-1908,Unprovoked,USA,On fishing boat & trailing hand in the water,M,N,1908
5436,08-Jun-1908,Sea Disaster,USA,The British steamer Caribbee foundered,M,Y,1908
5439,10-May-1908,Invalid,USA,,M,,1908
5440,08-Jan-1908,Unprovoked,USA,Gathering fish stunned by dynamite,M,Y,1908
5441,21-Dec-1907,Unprovoked,AUSTRALIA,Bathing,M,Y,1907
5442,18-Oct-1907,Unprovoked,AUSTRALIA,Bathing,M,Y,1907
5445,14-Oct-1907,Unprovoked,AUSTRALIA,Bathing,M,N,1907
5447,08-Oct-1907,Unprovoked,USA,"Diving, retrieving fish caught in net ",M,N,1907
5452,08-Aug-1907,Unprovoked,USA,Wading,M,N,1907
5454,04-Jul-1907,Invalid,AUSTRALIA,.,M,,1907
5455,Jul-1907,Unprovoked,USA,Floating in creek,M,N,1907
5457,26-Mar-1907,Unprovoked,USA,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",M,Y,1907
5461,03-Feb-1907,Unprovoked,AUSTRALIA,Bathing,M,Y,1907
5463,1907,Unprovoked,USA,"Net fishing, fell into the water",M,Y,1907
5465,10-Oct-1906,Unprovoked,USA,,M,N,1906
5466,10-Oct-1906,Unprovoked,USA,Swimming,M,Y,1906
5467,10-Oct-1906,Unprovoked,USA,Diving,M,N,1906
5471,05-Sep-1906,Unprovoked,AUSTRALIA,Swimming,M,Y,1906
5472,Sep-1906,Provoked,USA,Fishing,M,N,1906
5474,04-Aug-1906,Unprovoked,USA,Fell overboard,M,Y,1906
5475,05-Jul-1906,Unprovoked,USA,Swimming,M,Y,1906
5478,16-Apr-1906,Provoked,AUSTRALIA,Shooting sharks ,M,N,1906
5479,14-Apr-1906,Unprovoked,AUSTRALIA,Diving for beche-de-mer ,M,Y,1906
5481,02-April 1906,Invalid,AUSTRALIA,.,M,,1906
5483,28-Jan-1906,Unprovoked,AUSTRALIA,Bathing,M,Y,1906
5484,20-Jan-1906,Unprovoked,SOUTH AFRICA,Washing horses,M,Y,1906
5485,31-Dec-1905,Unprovoked,SOUTH AFRICA,Floating or standing,M,Y,1905
5486,29-Dec-1905,Invalid,AUSTRALIA,Bathing,M,,1905
5487,29-Sep-1905,Unprovoked,AUSTRALIA,Swimming,M,Y,1905
5488,06-Sep-1905,Provoked,USA,Fishing,M,N,1905
5490,Late Aug-1905,Unprovoked,USA,Swimming from naptha launch after a day of fishing,M,N,1905
5492,29-Jul-1905,Unprovoked,USA,Wading,M,Y,1905
5495,Jul-1905,Unprovoked,USA,Fishing,M,Y,1905
5496,22-May-1905,Unprovoked,USA,Swimming,M,N,1905
5497,06-Apr-1905,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1905
5498,26-Mar-1905,Unprovoked,AUSTRALIA,Bathing,M,N,1905
5500,10-Feb-1905,Invalid,AUSTRALIA,Bathing,M,,1905
5501,01-Jan-1905,Invalid,AUSTRALIA,Bathing,M,,1905
5507,28-Jul-1904,Unprovoked,USA,Sailing,M,N,1904
5508,27-Jul-1904,Unprovoked,USA,Swimming,M,Y,1904
5510,07-Feb-1904,Unprovoked,AUSTRALIA,Swimming after his hat,M,Y,1904
5514,1904,Invalid,USA,Diving on a wreck,M,,1904
5516,1904,Unprovoked,USA,Swimming,M,Y,1904
5518,16-Sep-1903,Unprovoked,USA,Fishing,M,N,1903
5520,21-Jun-1903,Unprovoked,AUSTRALIA,Swimming,M,Y,1903
5522,20-Mar-1903,Unprovoked,AUSTRALIA,Suicide,M,Y,1903
5523,12-Mar-1903,Unprovoked,AUSTRALIA,Swimming,M,Y,1903
5524,10-Jan-1903,Unprovoked,AUSTRALIA,,M,Y,1903
5526,Ca. 1903,Unprovoked,USA,Fishing,M,Y,1903
5528,10-Nov-1902,Unprovoked,AUSTRALIA,Swimming,M,Y,1902
5529,01-Nov-1902,Unprovoked,USA,Fishing,M,N,1902
5532,08-Aug-1902,Unprovoked,USA,Catching crabs,M,Y,1902
5534,06-Jul-1902,Provoked,USA,Swimming,M,N,1902
5537,Apr-1902,Invalid,SOUTH AFRICA,Swimming,M,,1902
5539,25-Jan-1902,Unprovoked,AUSTRALIA,Dangling feet in the water,M,Y,1902
5540,19-Jan-1902,Invalid,SOUTH AFRICA,,M,,1902
5541,19-Jan-1902,Unprovoked,AUSTRALIA,Swimming,M,N,1902
5542,01-Dec-1901,Unprovoked,AUSTRALIA,Bathing,M,N,1901
5545,30-Jul-1901,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1901
5549,30-Jan-1901,Unprovoked,AUSTRALIA,Bathing,M,Y,1901
5550,1901,Unprovoked,USA,Bathing,M,N,1901
5551,27-Dec-1900,Unprovoked,AUSTRALIA,Bathing,M,Y,1900
5552,14-Nov-1900,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1900
5553,27-Oct-1900,Invalid,SOUTH AFRICA,Swimming,M,,1900
5554,15-Sep-1900,Unprovoked,AUSTRALIA,Swimming,M,N,1900
5555,13-Sep-1900,Unprovoked,USA,Diving,M,UNKNOWN,1900
5556,05-Sep-1900,Unprovoked,USA,Floating,M,N,1900
5557,21-Aug-1900,Unprovoked,USA,Bathing,M,N,1900
5559,14-Jul-1900,Invalid,USA,Hunting seashells,M,,1900
5561,28-Jan-1900,Unprovoked,AUSTRALIA,"Standing, gathering oysters",M,N,1900
5562,1900s,Unprovoked,USA,,M,N,1900
5563,Ca. 1900,Unprovoked,SOUTH AFRICA,Swimming,M,N,1900
5564,18-Dec-1899,Unprovoked,AUSTRALIA,Fell into the water,M,N,1899
5570,23-Aug-1899,Provoked,USA,Hunting sharks,M,Y,1899
5571,15-Aug-1899,Unprovoked,USA,Swimming,M,Y,1899
5580,28-Jan-1899,Invalid,AUSTRALIA,Bathing,F,,1899
5581,1899 During the Seige of Ladysmith,Unprovoked,SOUTH AFRICA,Dangling feet in the water,M,N,1899
5582,1899,Boating,USA,Rowing,M,N,1899
5583,Ca. 1899,Unprovoked,USA,Hunting crayfish,M,N,1899
5584,28-Dec-1898,Unprovoked,AUSTRALIA,Fell oveboard,M,Y,1898
5585,28-Oct-1898,Unprovoked,USA,Jumped overboard,M,Y,1898
5589,22-Aug-1898,Unprovoked,USA,Swimming,M,N,1898
5590,26-Jul-1898,Invalid,AUSTRALIA,Swimming after their boat capsized,M,,1898
5598,1898,Unprovoked,USA,Fishing (Seining),M,N,1898
5602,1898-1899,Unprovoked,USA,,M,N,1898
5604,1898,Sea Disaster,USA,Loss of the schooner Nomad,M,Y,1898
5605,04-Dec-1897,Provoked,USA,Angling,M,N,1897
5608,17-Sep-1897,Provoked,USA,Fishing,M,N,1897
5609,06-Sep-1897,Unprovoked,USA,Standing,M,N,1897
5610,21-Jul-1897,Unprovoked,SOUTH AFRICA,Wading after stray fish from seine netters catch,M,Y,1897
5613,15-Mar-1897,Unprovoked,USA,Fishing,M,Y,1897
5616,23-Decp1896,Boating,AUSTRALIA,Fishing,M,N,1896
5619,29-Nov-1896,Unprovoked,AUSTRALIA,Swimming,M,Y,1896
5620,01-Nov-1896,Unprovoked,AUSTRALIA,Boat swamped,M,Y,1896
5622,25-Jul-1896,Unprovoked,USA,Fishing,M,Y,1896
5623,21-Jun-1896,Unprovoked,USA,Bathing,M,N,1896
5624, 11-Jan-1896,Unprovoked,AUSTRALIA,Bathing,M,Y,1896
5625,1896,Unprovoked,USA,"Swimming ashore from a ""filibuster""",M,Y,1896
5627,09-Dec-1895,Unprovoked,AUSTRALIA,Bathing,M,Y,1895
5629,16-Nov-1895,Unprovoked,AUSTRALIA,Fishing,M,Y,1895
5633,11-Aug-1895,Unprovoked,USA,Swimming,M,Y,1895
5634,2-Aug-1895,Unprovoked,USA,Fishing,M,N,1895
5637,03-Jun-1895,Unprovoked,AUSTRALIA,Pearl diving,M,Y,1895
5640,29-Apr-1895,Unprovoked,SOUTH AFRICA,"""Crossing the river""",M,Y,1895
5643,15-Mar-1895,Unprovoked,AUSTRALIA,Swimming,M,N,1895
5644,27-Feb-1895,Unprovoked,AUSTRALIA,Swimming,M,Y,1895
5647,11-Dec-1894,Provoked,USA,Fishing,M,N,1894
5648,28-Nov-1894,Unprovoked,AUSTRALIA,Bathing,M,N,1894
5649,06-Oct-1894,Unprovoked,USA,Swimming,M,Y,1894
5650,12-Sep-1894,Unprovoked,USA,Bathing,M,N,1894
5652,01-Sep-1894,Provoked,USA,Fishing,M,N,1894
5653,21-Aug-1894,Unprovoked,USA,Swimming,F,UNKNOWN,1894
5654,01-Aug-1894,Unprovoked,USA,Swimming / floating on his back,M,N,1894
5656,29-Jun-1894,Unprovoked,USA,Bathing,M,UNKNOWN,1894
5657,25-Jun-1894,Unprovoked,SOUTH AFRICA,Swimming after harpooned whale capsized boat,M,Y,1894
5658,15-Jun-1894,Unprovoked,USA,Bathing ,M,N,1894
5670,14-Apr-1893,Unprovoked,AUSTRALIA,"Boat capsized, swimming ashore",M,N,1893
5671,04-Apr-1893,Invalid,AUSTRALIA,"Boat capsized, swimming ashore",M,,1893
5676,09-Nov-1892,Unprovoked,AUSTRALIA,Fishing,M,N,1892
5677,06-Nov-1892,Unprovoked,AUSTRALIA,Swimming,F,N,1892
5678,16-Sep-1892,Unprovoked,USA,,M,N,1892
5684,02-Mar-1892,Provoked,AUSTRALIA,Fishing,M,N,1892
5685,1892,Provoked,AUSTRALIA,Dress diving,M,Y,1892
5686,31-Dec-1891,Unprovoked,AUSTRALIA,Swimming,M,N,1891
5691,29-Aug-1891,Provoked,USA,Shooting sharks ,M,N,1891
5692,11-Jun-1891,Invalid,USA,Fishing for sharks when he became entangled in net & fell overboard,M,,1891
5699,9-Aug-1890,Unprovoked,USA,Treading for clams,M,N,1890
5704,14-May-1890,Invalid,SOUTH AFRICA,,M,,1890
5707,1890 ,Unprovoked,AUSTRALIA,Wading,M,N,1890
5711,Ca. 1890,Unprovoked,SOUTH AFRICA,Bathing,M,Y,1890
5713,22-Nov-1889,Unprovoked,AUSTRALIA,Fell into the water,M,Y,1889
5714,16-Nov-1889,Invalid,USA,Parachuted from balloon,M,,1889
5716,21-Jul-1889,Unprovoked,USA,Swimming,M,Y,1889
5717,19-Jul-1889,Unprovoked,USA,Fishing,M,N,1889
5718,08-Jul-1889,Unprovoked,AUSTRALIA,Fell into the water,M,Y,1889
5722,09-Dec-1888,Unprovoked,AUSTRALIA,Swimming,M,Y,1888
5723,Dec-1888,Unprovoked,AUSTRALIA,Working on the bridge when he fell into the river,M,Y,1888
5731,18-Jun-1888,Invalid,AUSTRALIA,The cutter yacht Cutty Sark sank,M,,1888
5733,22-Jan-1888,Boating,AUSTRALIA,Rowing,M,N,1888
5734,Feb-1888,Unprovoked,SOUTH AFRICA,Crossing the river mouth,M,Y,1888
5737,04-Dec-1887,Unprovoked,AUSTRALIA,,M,Y,1887
5738,18-Oct-1887,Unprovoked,USA,"Crossing inlet in a boat, seen fighting sharks with his oar, sharks smashed boat",M,Y,1887
5747,12-Jan-1887,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1887
5749,Mid-Aug-1886,Boating,USA,,M,N,1886
5751,Aug-1886,Boating,USA,Clamming,M,N,1886
5752,17-Jun-1886,Unprovoked,AUSTRALIA,Swimming after being washed overboard,M,Y,1886
5753,02-Jun-1886,Invalid,USA,"Fishing from shore, washed into the sea",F,,1886
5755,26-Apr-1886,Unprovoked,AUSTRALIA,Oystering,M,N,1886
5758,Mar-1886,Invalid,AUSTRALIA,He drowned when boat capsized,M,,1886
5759,13-Feb-1886,Boating,AUSTRALIA,Fishing,M,N,1886
5760,28-Jan-1886,Unprovoked,SOUTH AFRICA,Diving off jetty,M,N,1886
5761,26-Jan-1886,Unprovoked,AUSTRALIA,Diving alongsidethe steamship Ranelagh ,M,N,1886
5762,01-Jan-1886,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1886
5763,1886,Unprovoked,AUSTRALIA,Sailing,M,N,1886
5765,26-Nov-1885,Unprovoked,AUSTRALIA,Bathing,M,N,1885
5767,26-Jul-1885,Sea Disaster,USA,Wreck of the schooner Pohoiki ,M,N,1885
5769,26-Jul-1885,Sea Disaster,USA,Wreck of the schooner Pohoiki ,M,Y,1885
5772,28-Mar-1885,Unprovoked,SOUTH AFRICA,Fishing,M,N,1885
5773,13-Dec-1884,Sea Disaster,AUSTRALIA,yachting accident,M,Y,1884
5775,28-Aug-1884,Unprovoked,USA,Boating,M,N,1884
5776,18-Aug-1884,Invalid,USA,Clamming,M,,1884
5778,16-Jan-1884,Unprovoked,SOUTH AFRICA,Swimming,M,Y,1884
5779,14-Jan-1884,Unprovoked,AUSTRALIA,Fell overboard,F,Y,1884
5780,19-Dec-1883,Unprovoked,AUSTRALIA,Swimming,M,Y,1883
5781,18-Dec-1883,Unprovoked,USA,Knocked overboard,M,Y,1883
5783,19-Oct-1883,Unprovoked,USA,Jumped overboard ,M,Y,1883
5784,14-Sep-1883 (probably happened Ca. 1843/1844),Unprovoked,AUSTRALIA,Swimming / escaping imprisonment ,M,Y,1883
5786,26-Feb-1883,Unprovoked,AUSTRALIA,Diving,M,N,1883
5787,25-Feb-1883,Unprovoked,AUSTRALIA,Diving,M,Y,1883
5788,21-Jan-1883,Unprovoked,AUSTRALIA,Bathing,M,Y,1883
5790,of 1883,Unprovoked,USA,Fell overboard,M,Y,1883
5791,1883,Invalid,USA,,M,,1883
5792,1883,Unprovoked,USA,,M,Y,1883
5797,14-May-1882,Unprovoked,AUSTRALIA,Fell overboard,M,N,1882
5798,12-May-1882,Unprovoked,AUSTRALIA,Pearl diving,M,Y,1882
5799,15-Apr-1882,Unprovoked,AUSTRALIA,Fishing,M,Y,1882
5800,Reported07-Feb-1882,Unprovoked,AUSTRALIA,Pearl diving,M,Y,1882
5801,23-Jan-1882,Unprovoked,AUSTRALIA,Bathing,M,Y,1882
5803,1882,Unprovoked,USA,"During ""an exhibition"" he was tied in sack & thrown overboard ",M,N,1882
5804,1882,Unprovoked,AUSTRALIA,,M,N,1882
5805,13-Nov-1881,Invalid,AUSTRALIA,Swimming,M,,1881
5806,16-Oct-1881,Invalid,USA,Bathing,M,,1881
5807,05-Sep-1881,Unprovoked,USA,Bathing,M,Y,1881
5809,12-Aug-1881,Unprovoked,USA,Swimming,M,N,1881
5811,13-Jun-1881,Unprovoked,USA,Fell overboard,M,Y,1881
5814,25-Nov-1880,Unprovoked,AUSTRALIA,Swimming,M,Y,1880
5815,10-Oct-1880,Sea Disaster,AUSTRALIA,Traveling by boat,M,Y,1880
5817,25-Jul-1880,Boating,USA,Sailing,M,N,1880
5824,03-Jan-1880,Unprovoked,AUSTRALIA,Bathing,F,N,1880
5826,Ca. 1880,Invalid,USA,,M,,1880
5830,10-Nov-1879,Unprovoked,AUSTRALIA,Swimming,M,N,1879
5833,3-Jul-1879,Unprovoked,USA,Bathing,M,N,1879
5835,10-Mar-1879,Invalid,AUSTRALIA,The steamship Bonnie Dundee lost in collision,M,,1879
5836,1879,Unprovoked,USA,Floating with life buoy after pilot launch capsized,M,Y,1879
5837,17-Nov-1878,Unprovoked,AUSTRALIA,Bathing,M,N,1878
5840,14-Sep-1878,Provoked,USA,Fishing,M,N,1878
5843,09-Aug-1878,Unprovoked,USA,Swimming,M,Y,1878
5844,08-Aug-1878,Unprovoked,USA,Swimming,M,Y,1878
5847,13-Feb-1878,Sea Disaster,SOUTH AFRICA,Wreck of the Union Steamship Company 982-ton iron steamer Kafir,M,Y,1878
5849,1878,Unprovoked,AUSTRALIA,Bathing in 2 feet of water,M,Y,1878
5851,15-Dec-1877,Unprovoked,AUSTRALIA,Bathing,M,N,1877
5852,12-Dec-1877,Unprovoked,AUSTRALIA,Washed overboard from the barque Mary Eady,M,Y,1877
5853,15-Sep-1877,Unprovoked,AUSTRALIA,Fishing,M,N,1877
5855, 07-Apr-1877,Provoked,AUSTRALIA,,M,N,1877
5856,04-Apr-1877,Unprovoked,AUSTRALIA,Bathing,M,N,1877
5859,17-Feb-1877,Unprovoked,AUSTRALIA,Fishing ,M,N,1877
5860,28-Jan-1877,Unprovoked,AUSTRALIA,Bathing,M,Y,1877
5861,24-Jan-1877,Unprovoked,AUSTRALIA,Swimming,F,N,1877
5862,04-Jan-1877,Invalid,SOUTH AFRICA,Body found floating next to his ship,M,,1877
5864,13-Oct-1876,Unprovoked,USA,Fishing,M,Y,1876
5866,04-Jun-1876,Unprovoked,USA,Bathing,M,N,1876
5867,14-May-1876,Unprovoked,AUSTRALIA,Swimming,M,Y,1876
5868,06-Feb-1876,Unprovoked,AUSTRALIA,Bathing,M,Y,1876
5871,1876,Unprovoked,AUSTRALIA,Pearl diving,M,N,1876
5872,1876,Unprovoked,AUSTRALIA,,M,Y,1876
5873,27-Nov-1875,Unprovoked,AUSTRALIA,Fishing,M,N,1875
5876,20-Jan-1875,Invalid,AUSTRALIA,Bathing,M,,1875
5877,21-Nov-1874,Unprovoked,AUSTRALIA,Bathing,M,N,1874
5878,Ca. mid-1870s,Unprovoked,AUSTRALIA,Sitting on gunwale of boat,M,Y,1870
5881,15-Jul-1874,Unprovoked,USA,Fishing,M,N,1874
5882,15-Jul-1874,Unprovoked,USA,Bathing,M,N,1874
5889,09-Jan- 1874,Unprovoked,AUSTRALIA,Bathing,M,N,1874
5890,28-Jul-1873,Provoked,USA,Fishing (Seining),M,N,1873
5891,09-Jun-1873,Invalid,AUSTRALIA,Bathing,M,,1873
5892,09-Jan-1873,Unprovoked,AUSTRALIA,Bathing,M,N,1873
5898,03-Apr-1872,Unprovoked,USA,Canoeing,M,N,1872
5902,11-Dec-1871,Invalid,AUSTRALIA,,M,,1871
5903,29-Aug-1871,Unprovoked,USA,Fishing,M,N,1871
5904,Aug-1871,Provoked,USA,Shark fishing,M,N,1871
5908,1871,Unprovoked,AUSTRALIA,,M,Y,1871
5909,1871,Unprovoked,AUSTRALIA,,M,N,1871
5910,1871,Unprovoked,AUSTRALIA,Fishing,M,N,1871
5911,27-Jul-1870,Unprovoked,USA,Bathing,M,N,1870
5914,26-May-1870,Unprovoked,AUSTRALIA,Fishing,M,N,1870
5917,09-Jan-1870,Unprovoked,AUSTRALIA,Bathing,M,N,1870
5918,1870s,Invalid,AUSTRALIA,Canoeing,M,,1870
5919,15-Apr-1869,Unprovoked,AUSTRALIA,Net fishing,M,N,1869
5925,"24-Oct-1888, but took place around 1868",Unprovoked,AUSTRALIA,Swimming,M,Y,1888
5932,09-Jul-1866,Unprovoked,USA,Bathing,M,Y,1866
5933,24-Apr-1866,Invalid,AUSTRALIA,Fell overboard,M,,1866
5934,02-Sep-1865,Unprovoked,USA,Swimming alongside the schooner Catherine Wilcox,M,N,1865
5935,14-Jul-1865,Unprovoked,USA,Bathing,M,Y,1865
5936,01-Mar-1865,Boating,SOUTH AFRICA,Fishing,M,Y,1865
5938,02-Oct-1864,Sea Disaster,USA,Wreck of the Aphrodite,M,Y,1864
5941,12-Aug-1864,Unprovoked,USA,Swimming,M,N,1864
5951,1864,Invalid,AUSTRALIA,Swimming,M,,1864
5953,13-Sep-1863,Unprovoked,USA,Bathing,M,N,1863
5954,09-Jul-1863,Provoked,USA,Fishing,M,N,1863
5955,Apr-1863,Unprovoked,AUSTRALIA,Launching a boat,M,Y,1863
5956,05-Mar-1863,Unprovoked,AUSTRALIA,Floating on back,M,N,1863
5957,05-Feb-1863,Invalid,SOUTH AFRICA,"Swimming, caught in strong backwash & disappeared",M,,1863
5958,10-Jan-1863,Unprovoked,AUSTRALIA,Bathing,M,Y,1863
